s,e,k,a,$,COPY	s,e,k,a
t,a,u,r,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,t,a,u,r,a
t,a,u,r,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,t,a,u,r,a
t,a,u,r,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,t,a,u,r,a
t,a,u,r,a,$,V,PL,3,FUT	v,a,c,h,a,t,a,u,r,a
t,a,u,r,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,t,a,u,r,a
t,a,u,r,a,$,V,SG,2,PST	w,a,k,a,t,a,u,r,a
t,a,u,r,a,$,V,SG,3,PST	a,k,a,t,a,u,r,a
t,a,u,r,a,$,V,PL,3,HOD	v,a,t,a,u,r,a
t,a,u,r,a,$,V,SG,2,PRS	u,n,o,t,a,u,r,a
b,u,d,a,$,COPY	b,u,d,a
b,u,d,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,b,u,d,a
b,u,d,a,$,V,SG,3,PST	a,k,a,b,u,d,a
b,u,d,a,$,V,PL,2,PRS	m,u,n,o,b,u,d,a
b,u,d,a,$,V,PL,3,PRS	v,a,n,o,b,u,d,a
b,u,d,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,b,u,d,a
b,u,d,a,$,V,PL,1,PST	t,a,k,a,b,u,d,a
b,u,d,a,$,V,PL,2,PST	m,a,k,a,b,u,d,a
b,u,d,a,$,V,SG,1,HOD	n,d,a,b,u,d,a
b,u,d,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,b,u,d,a
b,u,d,a,$,V,SG,3,FUT	a,c,h,a,b,u,d,a
b,u,d,a,$,V,SG,3,HOD	a,b,u,d,a
b,u,d,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,b,u,d,a
b,u,d,a,$,V,PL,2,HOD	m,a,b,u,d,a
b,u,d,a,$,V,PL,3,PST	v,a,k,a,b,u,d,a
b,u,d,a,$,V,SG,2,PST	w,a,k,a,b,u,d,a
b,u,d,a,$,V,SG,2,HOD	w,a,b,u,d,a
b,u,d,a,$,V,PL,3,HOD	v,a,b,u,d,a
b,u,d,a,$,V,SG,1,PRS	n,d,i,n,o,b,u,d,a
b,u,d,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,b,u,d,a
b,u,d,a,$,V,PL,1,HOD	t,a,b,u,d,a
b,u,d,a,$,V,PL,1,PRS	t,i,n,o,b,u,d,a
b,u,d,a,$,V,SG,2,FUT	u,c,h,a,b,u,d,a
b,u,d,a,$,V,SG,1,FUT	n,d,i,c,h,a,b,u,d,a
b,u,d,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,b,u,d,a
b,u,d,a,$,V,PL,3,FUT	v,a,c,h,a,b,u,d,a
b,u,d,a,$,V,SG,1,PST	n,d,a,k,a,b,u,d,a
b,u,d,a,$,V,SG,2,PRS	u,n,o,b,u,d,a
b,u,d,a,$,V,PL,2,FUT	m,u,c,h,a,b,u,d,a
b,u,d,a,$,V,PL,1,FUT	t,i,c,h,a,b,u,d,a
b,u,d,a,$,V,SG,3,PRS	a,n,o,b,u,d,a
i,n,z,w,a,$,COPY	i,n,z,w,a
i,n,z,w,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,n,z,w,a
i,n,z,w,a,$,V,SG,1,PST	n,d,a,k,a,n,z,w,a
i,n,z,w,a,$,V,PL,2,PRS	m,u,n,o,n,z,w,a
i,n,z,w,a,$,V,SG,3,FUT	a,c,h,a,n,z,w,a
i,n,z,w,a,$,V,SG,3,PST	a,k,a,n,z,w,a
i,n,z,w,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,n,z,w,a
i,n,z,w,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,n,z,w,a
i,n,z,w,a,$,V,SG,1,FUT	n,d,i,c,h,a,n,z,w,a
i,n,z,w,a,$,V,PL,1,FUT	t,i,c,h,a,n,z,w,a
i,n,z,w,a,$,V,PL,2,HOD	m,a,n,z,w,a
i,n,z,w,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,n,z,w,a
i,n,z,w,a,$,V,SG,3,HOD	a,n,z,w,a
i,n,z,w,a,$,V,PL,3,PST	v,a,k,a,n,z,w,a
i,n,z,w,a,$,V,PL,3,FUT	v,a,c,h,a,n,z,w,a
i,n,z,w,a,$,V,SG,2,PST	w,a,k,a,n,z,w,a
i,n,z,w,a,$,V,SG,1,PRS	n,d,i,n,o,n,z,w,a
i,n,z,w,a,$,V,PL,3,PRS	v,a,n,o,n,z,w,a
i,n,z,w,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,n,z,w,a
i,n,z,w,a,$,V,PL,2,FUT	m,u,c,h,a,n,z,w,a
i,n,z,w,a,$,V,PL,2,PST	m,a,k,a,n,z,w,a
i,n,z,w,a,$,V,SG,2,PRS	u,n,o,n,z,w,a
i,n,z,w,a,$,V,SG,2,FUT	u,c,h,a,n,z,w,a
i,n,z,w,a,$,V,PL,1,HOD	t,a,n,z,w,a
i,n,z,w,a,$,V,SG,1,HOD	n,d,a,n,z,w,a
i,n,z,w,a,$,V,SG,2,HOD	w,a,n,z,w,a
i,n,z,w,a,$,V,PL,1,PRS	t,i,n,o,n,z,w,a
i,n,z,w,a,$,V,PL,1,PST	t,a,k,a,n,z,w,a
i,n,z,w,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,n,z,w,a
i,n,z,w,a,$,V,PL,3,HOD	v,a,n,z,w,a
i,n,z,w,a,$,V,SG,3,PRS	a,n,o,n,z,w,a
t,s,v,o,d,a,$,COPY	t,s,v,o,d,a
t,s,v,o,d,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,1,FUT	n,d,i,c,h,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,2,FUT	m,u,c,h,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,3,FUT	a,c,h,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,3,PST	a,k,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,1,PRS	t,i,n,o,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,2,PRS	m,u,n,o,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,1,HOD	t,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,3,PST	v,a,k,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,2,FUT	u,c,h,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,1,FUT	t,i,c,h,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,3,HOD	v,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,3,HOD	a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,2,HOD	m,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,3,FUT	v,a,c,h,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,1,PST	n,d,a,k,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,2,PST	w,a,k,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,2,PST	m,a,k,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,3,PRS	v,a,n,o,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,1,HOD	n,d,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,2,HOD	w,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,1,PRS	n,d,i,n,o,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PL,1,PST	t,a,k,a,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,3,PRS	a,n,o,t,s,v,o,d,a
t,s,v,o,d,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,t,s,v,o,d,a
t,s,v,o,d,a,$,V,SG,2,PRS	u,n,o,t,s,v,o,d,a
w,e,d,z,e,r,a,$,COPY	w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,1,PRS	t,i,n,o,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,3,PRS	a,n,o,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,3,FUT	a,c,h,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,3,PRS	v,a,n,o,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,3,PST	a,k,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,1,PRS	n,d,i,n,o,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,2,HOD	w,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,1,HOD	n,d,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,1,FUT	n,d,i,c,h,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,2,PST	m,a,k,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,3,FUT	v,a,c,h,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,2,PRS	u,n,o,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,3,HOD	a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,2,PST	w,a,k,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,2,HOD	m,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,2,FUT	u,c,h,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,1,FUT	t,i,c,h,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,3,PST	v,a,k,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,1,PST	t,a,k,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,2,PRS	m,u,n,o,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,2,FUT	m,u,c,h,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,1,HOD	t,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,PL,3,HOD	v,a,w,e,d,z,e,r,a
w,e,d,z,e,r,a,$,V,SG,1,PST	n,d,a,k,a,w,e,d,z,e,r,a
t,o,r,a,$,COPY	t,o,r,a
t,o,r,a,$,V,SG,1,PRS	n,d,i,n,o,t,o,r,a
t,o,r,a,$,V,PL,3,HOD	v,a,t,o,r,a
t,o,r,a,$,V,SG,2,PRS	u,n,o,t,o,r,a
t,o,r,a,$,V,SG,2,PST	w,a,k,a,t,o,r,a
t,o,r,a,$,V,SG,1,PST	n,d,a,k,a,t,o,r,a
t,o,r,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,t,o,r,a
t,o,r,a,$,V,PL,2,HOD	m,a,t,o,r,a
t,o,r,a,$,V,SG,3,PST	a,k,a,t,o,r,a
t,o,r,a,$,V,PL,3,PST	v,a,k,a,t,o,r,a
t,o,r,a,$,V,SG,3,PRS	a,n,o,t,o,r,a
t,o,r,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,t,o,r,a
t,o,r,a,$,V,SG,1,HOD	n,d,a,t,o,r,a
t,o,r,a,$,V,PL,2,PST	m,a,k,a,t,o,r,a
t,o,r,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,t,o,r,a
t,o,r,a,$,V,PL,1,HOD	t,a,t,o,r,a
t,o,r,a,$,V,PL,3,FUT	v,a,c,h,a,t,o,r,a
t,o,r,a,$,V,PL,2,FUT	m,u,c,h,a,t,o,r,a
t,o,r,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,t,o,r,a
t,o,r,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,t,o,r,a
t,o,r,a,$,V,SG,3,FUT	a,c,h,a,t,o,r,a
t,o,r,a,$,V,PL,1,FUT	t,i,c,h,a,t,o,r,a
t,o,r,a,$,V,PL,2,PRS	m,u,n,o,t,o,r,a
t,o,r,a,$,V,SG,1,FUT	n,d,i,c,h,a,t,o,r,a
t,o,r,a,$,V,PL,3,PRS	v,a,n,o,t,o,r,a
t,o,r,a,$,V,SG,2,HOD	w,a,t,o,r,a
t,o,r,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,t,o,r,a
t,o,r,a,$,V,SG,2,FUT	u,c,h,a,t,o,r,a
t,o,r,a,$,V,PL,1,PST	t,a,k,a,t,o,r,a
t,o,r,a,$,V,SG,3,HOD	a,t,o,r,a
t,o,r,a,$,V,PL,1,PRS	t,i,n,o,t,o,r,a
z,i,v,a,$,COPY	z,i,v,a
z,i,v,a,$,V,SG,1,FUT	n,d,i,c,h,a,z,i,v,a
z,i,v,a,$,V,SG,3,PST	a,k,a,z,i,v,a
z,i,v,a,$,V,SG,1,PST	n,d,a,k,a,z,i,v,a
z,i,v,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,z,i,v,a
z,i,v,a,$,V,PL,2,PRS	m,u,n,o,z,i,v,a
z,i,v,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,z,i,v,a
z,i,v,a,$,V,PL,3,PRS	v,a,n,o,z,i,v,a
z,i,v,a,$,V,SG,3,FUT	a,c,h,a,z,i,v,a
z,i,v,a,$,V,PL,1,FUT	t,i,c,h,a,z,i,v,a
z,i,v,a,$,V,PL,1,HOD	t,a,z,i,v,a
z,i,v,a,$,V,PL,3,FUT	v,a,c,h,a,z,i,v,a
z,i,v,a,$,V,SG,3,PRS	a,n,o,z,i,v,a
z,i,v,a,$,V,SG,2,PRS	u,n,o,z,i,v,a
z,i,v,a,$,V,SG,1,HOD	n,d,a,z,i,v,a
z,i,v,a,$,V,SG,2,HOD	w,a,z,i,v,a
z,i,v,a,$,V,PL,1,PRS	t,i,n,o,z,i,v,a
z,i,v,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,z,i,v,a
z,i,v,a,$,V,PL,2,HOD	m,a,z,i,v,a
z,i,v,a,$,V,PL,3,HOD	v,a,z,i,v,a
z,i,v,a,$,V,PL,3,PST	v,a,k,a,z,i,v,a
z,i,v,a,$,V,SG,1,PRS	n,d,i,n,o,z,i,v,a
z,i,v,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,z,i,v,a
z,i,v,a,$,V,PL,2,FUT	m,u,c,h,a,z,i,v,a
z,i,v,a,$,V,SG,2,PST	w,a,k,a,z,i,v,a
z,i,v,a,$,V,SG,3,HOD	a,z,i,v,a
z,i,v,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,z,i,v,a
z,i,v,a,$,V,PL,1,PST	t,a,k,a,z,i,v,a
z,i,v,a,$,V,SG,2,FUT	u,c,h,a,z,i,v,a
z,i,v,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,z,i,v,a
z,i,v,a,$,V,PL,2,PST	m,a,k,a,z,i,v,a
i,t,a,k,u,n,g,e,$,COPY	i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,2,FUT	m,u,c,h,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,1,PST	t,a,k,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,3,HOD	a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,3,PST	v,a,k,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,2,HOD	w,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,1,PST	n,d,a,k,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,1,PRS	n,d,i,n,o,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PROG,SG,3,PRS	a,r,i,k,u,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,3,FUT	v,a,c,h,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,2,PST	w,a,k,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,2,HOD	m,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,3,PRS	a,n,o,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,2,PRS	u,n,o,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,2,FUT	u,c,h,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,3,PST	a,k,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,1,FUT	n,d,i,c,h,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,2,PST	m,a,k,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,1,PRS	t,i,n,o,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PROG,SG,2,PRS	u,r,i,k,u,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,1,HOD	n,d,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,SG,3,FUT	a,c,h,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,3,HOD	v,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,1,FUT	t,i,c,h,a,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,2,PRS	m,u,n,o,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,3,PRS	v,a,n,o,i,t,a,k,u,n,g,e
i,t,a,k,u,n,g,e,$,V,PL,1,HOD	t,a,i,t,a,k,u,n,g,e
d,a,i,d,z,a,$,COPY	d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,2,FUT	u,c,h,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,3,PST	a,k,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,3,FUT	v,a,c,h,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,2,PRS	m,u,n,o,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,3,PRS	v,a,n,o,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,1,PRS	n,d,i,n,o,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,2,HOD	m,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,1,PST	n,d,a,k,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,2,PST	w,a,k,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,3,HOD	a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,1,HOD	n,d,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,2,FUT	m,u,c,h,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,3,HOD	v,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,3,PRS	a,n,o,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,1,FUT	n,d,i,c,h,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,3,PST	v,a,k,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,3,FUT	a,c,h,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,2,HOD	w,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,1,HOD	t,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,2,PST	m,a,k,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,SG,2,PRS	u,n,o,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,1,PST	t,a,k,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,1,FUT	t,i,c,h,a,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PL,1,PRS	t,i,n,o,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,d,a,i,d,z,a
d,a,i,d,z,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,d,a,i,d,z,a
s,i,m,u,k,a,$,COPY	s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,1,PST	t,a,k,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,1,FUT	n,d,i,c,h,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,3,PST	v,a,k,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,2,PST	m,a,k,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,3,HOD	a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,3,PRS	v,a,n,o,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,1,HOD	t,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,1,HOD	n,d,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,2,HOD	m,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,1,PST	n,d,a,k,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,2,PST	w,a,k,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,1,PRS	n,d,i,n,o,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,2,PRS	m,u,n,o,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,1,PRS	t,i,n,o,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,3,FUT	a,c,h,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,3,FUT	v,a,c,h,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,2,FUT	m,u,c,h,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,2,HOD	w,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,3,HOD	v,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,3,PST	a,k,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,2,FUT	u,c,h,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,PL,1,FUT	t,i,c,h,a,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,2,PRS	u,n,o,s,i,m,u,k,a
s,i,m,u,k,a,$,V,SG,3,PRS	a,n,o,s,i,m,u,k,a
v,h,a,r,a,$,COPY	v,h,a,r,a
v,h,a,r,a,$,V,SG,1,PRS	n,d,i,n,o,v,h,a,r,a
v,h,a,r,a,$,V,SG,3,FUT	a,c,h,a,v,h,a,r,a
v,h,a,r,a,$,V,PL,3,PRS	v,a,n,o,v,h,a,r,a
v,h,a,r,a,$,V,SG,1,PST	n,d,a,k,a,v,h,a,r,a
v,h,a,r,a,$,V,SG,1,FUT	n,d,i,c,h,a,v,h,a,r,a
v,h,a,r,a,$,V,PROG,PL,3,PRS	v,a,r,i,k,u,v,h,a,r,a
v,h,a,r,a,$,V,PL,2,FUT	m,u,c,h,a,v,h,a,r,a
v,h,a,r,a,$,V,PROG,SG,3,PRS	a,r,i,k,u,v,h,a,r,a
v,h,a,r,a,$,V,PL,2,HOD	m,a,v,h,a,r,a
v,h,a,r,a,$,V,PL,2,PST	m,a,k,a,v,h,a,r,a
v,h,a,r,a,$,V,SG,1,HOD	n,d,a,v,h,a,r,a
v,h,a,r,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,v,h,a,r,a
v,h,a,r,a,$,V,SG,2,HOD	w,a,v,h,a,r,a
v,h,a,r,a,$,V,SG,3,HOD	a,v,h,a,r,a
v,h,a,r,a,$,V,PROG,PL,1,PRS	t,i,r,i,k,u,v,h,a,r,a
v,h,a,r,a,$,V,PL,1,HOD	t,a,v,h,a,r,a
v,h,a,r,a,$,V,SG,2,PRS	u,n,o,v,h,a,r,a
v,h,a,r,a,$,V,PL,1,PRS	t,i,n,o,v,h,a,r,a
v,h,a,r,a,$,V,PL,3,HOD	v,a,v,h,a,r,a
v,h,a,r,a,$,V,PROG,SG,2,PRS	u,r,i,k,u,v,h,a,r,a
v,h,a,r,a,$,V,PL,2,PRS	m,u,n,o,v,h,a,r,a
v,h,a,r,a,$,V,SG,2,FUT	u,c,h,a,v,h,a,r,a
v,h,a,r,a,$,V,SG,3,PST	a,k,a,v,h,a,r,a
v,h,a,r,a,$,V,PL,1,PST	t,a,k,a,v,h,a,r,a
v,h,a,r,a,$,V,PL,3,FUT	v,a,c,h,a,v,h,a,r,a
v,h,a,r,a,$,V,SG,2,PST	w,a,k,a,v,h,a,r,a
v,h,a,r,a,$,V,SG,3,PRS	a,n,o,v,h,a,r,a
v,h,a,r,a,$,V,PL,1,FUT	t,i,c,h,a,v,h,a,r,a
v,h,a,r,a,$,V,PL,3,PST	v,a,k,a,v,h,a,r,a
v,h,a,r,a,$,V,PROG,SG,1,PRS	n,d,i,r,i,k,u,v,h,a,r,a
p,i,n,d,u,r,a,$,COPY	p,i,n,d,u,r,a
p,i,n,d,u,r,a,$,V,PL,1,PRS	t,i,n,o,p,i,n,d,u,r,a
p,i,n,d,u,r,a,$,V,SG,1,FUT	n,d,i,c,h,a,p,i,n,d,u,r,a
p,i,n,d,u,r,a,$,V,PROG,PL,2,PRS	m,u,r,i,k,u,p,i,n,d,u,r,a
